标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
临沧批发市场以路为市问题,已办理,城建 建言,匿***,2016-12-2216:07,孙书记：    您好！    我是临沧的一名普通市民，好多年来，临沧市烟草公司和批发市场交叉路口，一到晚上八九点，批发蔬菜的商贩、车辆停满大街，一直到第二天早上七点多才散，严重影响了交通和临沧的形象，请抽出你宝贵的时间，实地调研一下，督促相关部门给予妥善解决，还市民一个整洁有序的环境。 ,中共临沧市委办公室,孙书记：    您好！    我是临沧的一名普通市民，好多年来，临沧市烟草公司和批发市场交叉路口，一到晚上八九点，批发蔬菜的商贩、车辆停满大街，一直到第二天早上七点多才散，严重影响了交通和临沧的形象，请抽出你宝贵的时间，实地调研一下，督促相关部门给予妥善解决，还市民一个整洁有序的环境。 ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
建档立卡户扶贫问题,已办理,城建 求助,1***,2016-12-2115:03,书记您好，我家是云县茶房黄沙河建档立卡贫困户，今年初当地政府帮扶异地新建房屋，说是给2万，并协调贷款6万，现在是只进了4万，我们还是主动响应好政策，欠工钱欠料钱赶建房，就是迟迟不到位，有些是最后一批建房的都到了，为何率先主动的我们没有了踪影，望书记给予支持和帮助，谢谢！,中共临沧市委办公室,书记您好，我家是云县茶房黄沙河建档立卡贫困户，今年初当地政府帮扶异地新建房屋，说是给2万，并协调贷款6万，现在是只进了4万，我们还是主动响应好政策，欠工钱欠料钱赶建房，就是迟迟不到位，有些是最后一批建房的都到了，为何率先主动的我们没有了踪影，望书记给予支持和帮助，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
治安,已办理,治安 咨询,匿***,2016-12-2113:15,镇康县出现多起摩托车被盗事件，个人财产遭受损失，望孙书记百忙之中关注一下，谢谢。,中共临沧市委办公室,镇康县出现多起摩托车被盗事件，个人财产遭受损失，望孙书记百忙之中关注一下，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
阳光花园土地证问题,已办理,城建 投诉,匿***,2016-12-2013:10,尊敬的孙书记你好，我想向你反应阳光花园土地证问题，我2016年7 月在阳光花园小区购买一套二手房，到时候说没有土地证可以抵押、可以交易，可是2016年8月1号中国建设银行打我电话叫我去办抵押，没有土地证就不给予办理抵押，可是反复催促开发商去办理，开发商就说在办理，去国土局去问说没有来办理，叫去找开发商，可是以前打给开发商电话还接后面直接把我拉黑啊！卖家又天天打电话来要余款，首付这是跟亲戚借的，本来想着贷款下来剩余就还亲戚啊！现在房子也不能住，压力很大，开房商这种逃避责任问题，国土局推卸责任，政府与开发商问题压在老百姓头上，要老百姓去处理，麻烦孙书记给予一个合理解决方案啊！,中共临沧市委办公室,尊敬的孙书记你好，我想向你反应阳光花园土地证问题，我2016年7 月在阳光花园小区购买一套二手房，到时候说没有土地证可以抵押、可以交易，可是2016年8月1号中国建设银行打我电话叫我去办抵押，没有土地证就不给予办理抵押，可是反复催促开发商去办理，开发商就说在办理，去国土局去问说没有来办理，叫去找开发商，可是以前打给开发商电话还接后面直接把我拉黑啊！卖家又天天打电话来要余款，首付这是跟亲戚借的，本来想着贷款下来剩余就还亲戚啊！现在房子也不能住，压力很大，开房商这种逃避责任问题，国土局推卸责任，政府与开发商问题压在老百姓头上，要老百姓去处理，麻烦孙书记给予一个合理解决方案啊！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
询问同康.北城万象有关房产证问题,已办理,城建 求助,匿***,2016-12-0913:59,尊敬的孙书记，您好：我是开发区，同康.北城万象的一名业主，我想向您反映一下，交房以后，开发商对于办理业主房产证一拖再拖，想询问一下开发商是否在开发过程中存在违规，为何迟迟不能办理下来，谢谢您,中共临沧市委 孙青友,尊敬的孙书记，您好：我是开发区，同康.北城万象的一名业主，我想向您反映一下，交房以后，开发商对于办理业主房产证一拖再拖，想询问一下开发商是否在开发过程中存在违规，为何迟迟不能办理下来，谢谢您,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
关于云南澜沧江酒业集团澜沧江广场烂尾问题,已办理,城建 投诉,匿***,2016-12-0110:10,尊敬的孙书记： 您好！我们是云县澜沧江广场的业主，我们在今年八月份向您反映了澜沧江广场烂尾问题，得到的答复是该项目将于9月1日复工，但截至目前，工地上仍空无一人！对于云南澜沧江酒业集团下属公司云县鸿济地产如此明显的欺骗行为，当地政府为什么不派审计部门或公安部门介入？政府究竟要袒护云南澜沧江酒业集团到何时？我们一次次向市县相关部门反映该问题，但一直都未能解决， 请孙书记还我们一个公道！,中共临沧市委 孙青友,尊敬的孙书记： 您好！我们是云县澜沧江广场的业主，我们在今年八月份向您反映了澜沧江广场烂尾问题，得到的答复是该项目将于9月1日复工，但截至目前，工地上仍空无一人！对于云南澜沧江酒业集团下属公司云县鸿济地产如此明显的欺骗行为，当地政府为什么不派审计部门或公安部门介入？政府究竟要袒护云南澜沧江酒业集团到何时？我们一次次向市县相关部门反映该问题，但一直都未能解决， 请孙书记还我们一个公道！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
工作调动,已办理,就业 咨询,匿***,2016-11-2316:09,书记好！本人和夫妻两地分居，妻子在市里，本人在市内其它乡镇，由于家中父母年事已高，孩子需要照顾。本人已在乡镇工作满2年，属于公务员编制。想回到临沧城区的部门上班，请问调动手续如何办理？,中共临沧市委 孙青友,书记好！本人和夫妻两地分居，妻子在市里，本人在市内其它乡镇，由于家中父母年事已高，孩子需要照顾。本人已在乡镇工作满2年，属于公务员编制。想回到临沧城区的部门上班，请问调动手续如何办理？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
是否违背劳动法,已办理,其他 投诉,匿***,2016-11-2216:41,现在有部分单位，乡镇机关存在每到周末都会以各种理由通知周末正常上班。职工也有自己的家庭和生活，也需要履行社会责任。这种做法是否违背劳动法？,中共临沧市委 孙青友,现在有部分单位，乡镇机关存在每到周末都会以各种理由通知周末正常上班。职工也有自己的家庭和生活，也需要履行社会责任。这种做法是否违背劳动法？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临沧卡蒙特拖欠社保,已办理,医疗 求助,匿***,2016-11-2009:26,尊敬的孙书记！     您好！      我是临沧卡蒙特的一名员工，卡蒙特从2013年3月开始拖欠保险，至今已经停产两年多（从2014年10月开始停产），社保一直拖在哪里不交清，导致我们的保险无法转出，生病住院还得自己掏钱，我们已多次找到临沧市人社局及相关单位，但他们都在相互推诿，不给解决，而且卡蒙特现在改成“永奇服饰”还在继续经营！还请书记帮帮我们！谢谢！~,中共临沧市委 孙青友,尊敬的孙书记！     您好！      我是临沧卡蒙特的一名员工，卡蒙特从2013年3月开始拖欠保险，至今已经停产两年多（从2014年10月开始停产），社保一直拖在哪里不交清，导致我们的保险无法转出，生病住院还得自己掏钱，我们已多次找到临沧市人社局及相关单位，但他们都在相互推诿，不给解决，而且卡蒙特现在改成“永奇服饰”还在继续经营！还请书记帮帮我们！谢谢！~,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
凤庆县鲁史镇鲁史村各种赌博较为严重,已办理,治安 投诉,匿***,2016-11-1523:55,尊敬的孙书记您好    我是鲁史镇鲁史村村民，最近我们村“三批”“字花”等赌博十分严重，导致了一些高利贷、团伙诈骗等不法行为的大事蔓延，严重的威胁着当地的社会治安。,中共临沧市委　孙青友,尊敬的孙书记您好    我是鲁史镇鲁史村村民，最近我们村“三批”“字花”等赌博十分严重，导致了一些高利贷、团伙诈骗等不法行为的大事蔓延，严重的威胁着当地的社会治安。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
