标题,状态,领域,用户名,时间,内容
学生上学交通堵，全家老少被折腾得筋疲力尽。,待回复,交通 求助,庆***,2018-09-3021:45,　　尽管学校要求早上7点45分到校，但学生们为了避开早高峰，不得不提早出门。孩子读书的上学路越来越拥堵，每天越起越早。说起孩子上学的奔波，做父母的特别心疼。早上6点20分，在妈妈一遍又一遍的催促声中，上海读一年级的小学生玥玥用尽了全身力气，从床上艰难地爬了起来。全家10分钟不到就要集体出门。“到学校要坐6站地铁，换乘公交车坐3站，下站还得再走十多分钟。再晚走一点，赶上上班大军，地铁和公交就都挤得不得了了。”综合了地铁、公交、走路三种形式，这是我们自己研究的最快、最省力的办法。“根本不敢开车送，共和新路北起呼兰路南至永兴路整段路程早、晚高峰每天拥堵。--这段路人来车往的大多来自老闸北、宝山、黄浦、和新静安，这些人都是为了生活而不得不赶去公司上班的老百姓。一路奔波，7点45分，玥玥终于坐在了上海某小学的教室里。“真困啊”，不少同学见面如此打着招呼。问了一圈，班上大部分学生居然都说没睡醒。“路上太辛苦，上课都没力气。”一个学生抱怨道。   上海因为交通拥堵，经常会看到学校前后左右的四条路上一下子“冒”出了二三百辆私家车，把几条胡同变成了死路。绵延的车队从校门口一直排到了胡同口。有的家长，甚至把车停到了1公里以外。3点，是学生们的放学时间。几百个孩子同时放学，校门口被孩子、家长堵得水泄不通。“妈妈，我在这儿。”拨开层层人群，抓住了妈妈的手。接着，不敢耽搁一分钟，赶紧往车上冲，“晚了，车就出不去这条胡同了。”这时，学校门口不断闪烁的交通信号灯也失去了作用。放学的孩子跟青蛙过河似的，不断在车与车之间穿梭，实在让人揪心。晚上6点，玥玥终于回到了家，瘫坐在沙发上。掐指一算，从睁眼到回家，整整忙碌了12个小时。　　像玥玥这样，每天在上学路上花费近两个小时并不是最长的。记者在上海市复旦中学高一某班级发放调查问卷，结果显示，上学往返花费时间，在1个小时以内的有9人，占班级的25%；在2个小时左右的有15人占42%；而花费3个小时以上的学生达12人占33%。中国青少年研究中心发布的《中日韩三国小学生生活习惯研究》在上学路上所花的时间，中国小学生是最长的。   为什么不选择离家近一些的学校？采访中，家长们表示，如果家附近的学校质量好当然是首选，但现实情况是，大城市新小区发展快，而学校不配套，家长只能把孩子送到远的地方上学。另外，城市优质教育资源稀缺，哪个家长都想把孩子送到好学校，因为择校增加学生上学成本的家庭也不少。
关于如新直销问题,待回复,政务 建言,W***,2018-09-3009:05,上海地区是否可以调查管理一下如新直销问题（是否属于传销需要你们来鉴定），全国各省几乎均设有分部，规模很大，我不说具体危害，但涉及的人群很广泛，14年虽然有整治，但是死灰复燃，声势更胜。［我并不是上海人，只是我认识的一个人在上海被骗，入了如新，如新上海规模也很大，还设有门店］
深夜小区无证棋牌室扰民,待回复,治安 投诉,上***,2018-09-2918:26,宝山区界华路100弄25号101室，为无证经营棋牌室。是二房东再出租。而房东女婿是为附近派出所警察，其中多次报警无果缘由也未可知。从白天到深夜一两点，每天搓麻将，报警多次无果，只推诿说是朋友间聚一聚。整栋楼和旁边两栋的所有居民苦不堪言。且不说安全隐患，日日来路不明，工作日也无工作一直搓麻将的无业游民，身份不明进出小区和楼道。单单是每天深夜骚扰到一两点就已经吃不消。望市委书记能帮助我们这个小区的居民。
留学生社区公共户，无法开户籍证明买房,待回复,政务 求助,k***,2018-09-2910:17,您好。我是一名留学生落上海社区公共户的中国合法公民。买房时需要户籍证明，但办理户籍证明需要租赁备案，可如今房子需要网签后，房东更加不愿配合，租赁备案真的极其难办啊ㅜㅜ。恳请领导能到体察一下民情，让公共户的户籍证明不那么难办。我只需要一次户籍证明买房而已。希望能进行处理。谢谢谢谢。
静安区长乐路680弄“美丽家园“工程不美丽！,待回复,城建 投诉,c***,2018-09-2819:13,你好，各位领导，我是长乐路682弄一名住户，长乐路682弄属于老式里弄房屋，住的大多也都是退休老人，楼梯都是木质结构，上下楼非常不方便，墙壁外墙下暴雨时还会掉落石灰，在16年底，小区启动了所谓的“美丽家园”工程，的确，是在每户人家装了马桶，但是马桶的安装位置都是在居民家里！！！一楼客厅的顶上就是二楼的马桶安装处，请问，这样的工程有何“美丽”而言？而且二楼安装马桶的居民，还私自违章按揭了一根水管！做淋浴房！更是对我们一楼住户雪上加霜！！！我们当时要求居委，物业以及二楼住户四方在场的情况下，物业跟居委明确跟二楼用户说明，这根水管是违法搭建，如果一旦漏水，对于我们一楼住户是不可估量的伤害！而当天调解完以后，二楼用户依旧我行我素，虽然把淋浴设施拆掉了，但是还是在那根违法搭建的水管口上装了一个水龙头，现在租户一直在用这个水龙头洗衣服擦地！长乐路682弄那么老旧破的小区，至今还是厨房合用！！！老百姓叫苦不堪，为什么不能跟其他区的“拆落地”计划一样，让682弄老百姓能够也享受上煤卫独用的平静生活？现在的所谓“美丽家园”工程，还把马桶装在楼下居民睡觉的顶上！！！让我们楼下居民情何以堪！！！恳请领导帮帮我们解决我们的燃眉之急！！！谢谢
Apple ID被盗刷苹果客服拒不受理,待回复,企业 投诉,匿***,2018-09-2808:24,今天早上七点三十一分至七点三十九分，我的支付宝账单显示从Apple ID支出共11笔金额2288元，后打苹果客服要求退款，客服以系统审核不通过为由拒绝受理退款，要求转人工，客户却说这就是最终结果。有以下几点疑问：第一，我的苹果账户密码从未向任何人透露，为何显示我的Apple ID异地登陆，苹果公司是否涉嫌泄露客户隐私的问题。第二，未经过我本人指纹授权或者手输支付密码，Apple ID为何能从我支付宝扣钱？第三，苹果客服将退款请求提交给系统后，以系统审核不通过为由拒绝受理退款，并说这是最后的结果。堂堂的跨国公司，客服却是如此的态度，难以让人满意，而且打了客服就是找人工，客服却将问题推给系统。希望上海市相关部门能够核实这一情况。
我的房产住羊别人的户口,待回复,政务 投诉,d***,2018-09-2713:11,"                                              我的房产住羊别人的户口    我家住在普陀区某小区，是2016年12月份合法购得的房产并取得了中华人民共和国不动产权证书。但是该不动产权下遗有王某华、王某君两人户口，多次要求其迁出户口，但其拒不迁出，致使我及我的家人户口无法落户到自己的房产下，严重侵害了我权益并造成我的损失。    根据<上海市常住户口管理规定>沪公行规〔2018〕1号文中有关规定，本人已于2018年5月3日向区内甘泉街道派出所提出申请，强烈要求依本规定第三十二条(房屋所有权或者公有居住房屋承租权因交易已发生转移，现权利人或者承租人申请将房屋内原有户口迁出的，房屋所在地公安派出所应当通知原有户口人员迁出，对拒不迁出或者无法通知的，可以直接将其户口迁至社区公共户),采取强制措施将王某华、王某君两人户口迁出。    但时至今日仍毫无结果，难道这样好的政策没有办事期限，使政策无法具体落实，形同虚策？让老百姓空欢喜？"
上汽大众售后服务耍赖,待回复,企业 投诉,a***,2018-09-2708:29,本人车辆是在湖南买的，车子是全国联保，全国都有上汽大众。上汽大众厂家客服7171表示质保范围内都是免费清洗养护且没有次数限制，于2018年9月25日致电上汽大众厂家的客服，上汽大众厂家7171号客服专员表示质保范围内免费清洗养护系统，7171号专员安排了一家佛山市南海区广物众凯授权经销商，但该经销商拒绝免费服务，应为全国授权经销商为客户提供免费服务。
杨浦区重大工程建设指挥部办公室违反规划法,待回复,城建 投诉,四***,2018-09-2608:42,2017年1月18日，杨浦区重大工程建设指挥部办公室发文，要求君欣时代广场放弃使用已经建好的垃圾压缩站，导致君欣时代广场先是露天清运垃圾，后又将垃圾房设置在君欣豪庭1号楼北面，由于是非压缩处理垃圾，导致气味和噪音扰民，严重侵害了1号2号楼业主权益。现君欣时代广场以及君欣豪庭1号2号楼大批居民均要求启用原规划垃圾压缩站。请求市委有关部门纠正杨浦区重大办这一错误决定，执行原有规划.
动迁房产证办理,待回复,城建 求助,三***,2018-09-2608:34,书记您好！我是奉贤区金汇镇百曲村七组709号村民，2010年10月配合奉贤新城建设宅基地动迁，2012年拿到动迁房，但动迁房房屋产权证迟迟不给办理，问动迁办何时可以办理，总是敷衍了事的回答要排队办理，这队要排到何时啊！望书记为我做主督促有关部门尽快办理。
饿了公司欠我工资，至今没有给?,待回复,就业 投诉,冷***,2018-09-2314:49,上海李强书记你好!我在上海虹口越德支队饿了公司蜂鸟配送员，夏季高温补贴和雨季冬季补贴钱没有给，我们送外卖的长年的在路上跑，刮风下雨也没有停过，我们送外卖的挣的血汗钱，恳求李书记过问此事，关心农民工，关心打工者，能让饿了公司付我的血汗钱7L感谢!
请正视老港垃圾场恶臭毒气污染问题,待回复,环保 投诉,r***,2018-09-2310:58,居住在临港，秋冬季节一到，一次次深夜被恶臭熏醒。这哪儿是人过的日子啊？！临港数万居民、数万大学师生请求市委、市政府正视并拿出实际行动来解决老港垃圾场恶臭毒气给包括临港在内的浦东大片区域带来的严重污染问题，至少让老百姓能正常呼吸、不用天天生活在与恶臭相伴的健康恐惧中。
上海阑途信息技术有限公司，欺诈消费者，,待回复,交通 求助,为***,2018-09-2211:00,上海阑途信息技术有限公司，欺诈消费者，出售翻新轮胎，在其网痁购买4条轮胎，不到一天，出现沙眼，漏气现像，与其多方沟通无果，特投诉至您这里，请为民作主，让这样的无良企业曝光于阳光之下，肯请工商行政管理部门对其进行查实，本人绝无虚言，至今仍保留轮胎相关图片和证据。
